ytid,start_time,name,level_1,lebel_2,level_3,level_4
Vhf-vNRYQEg_000006.mp4,6,Accordion,3,5,8,0
Vr7nrH9-QGI_000030.mp4,30,Accordion,3,5,8,0
W75ol-nF6vo_000040.mp4,40,Accordion,3,5,8,0
WUmgTSMamBA_000030.mp4,30,Accordion,3,5,8,0
WX1jLR33yzk_000030.mp4,30,Accordion,3,5,8,0
Wkz7GD654sw_000100.mp4,100,Accordion,3,5,8,0
X9_QixlvxoM_000317.mp4,317,Accordion,3,5,8,0
Y3adnctCZoQ_000030.mp4,30,Accordion,3,5,8,0
YBGzXsd2qF4_000130.mp4,130,Accordion,3,5,8,0
YykE1gUnv4w_000030.mp4,30,Accordion,3,5,8,0
ZasOzcyZrvY_000090.mp4,90,Accordion,3,5,8,0
_8v4ErbDL-k_000030.mp4,30,Accordion,3,5,8,0
_S8BW1Ml5uQ_000140.mp4,140,Accordion,3,5,8,0
_k3cBniIaAU_000428.mp4,428,Accordion,3,5,8,0
a21ObtcWXGs_000000.mp4,0,Accordion,3,5,8,0
aL_OmG_cgxE_000009.mp4,9,Accordion,3,5,8,0
aZtUKfuGKjU_000180.mp4,180,Accordion,3,5,8,0
abimqHHMUrM_000030.mp4,30,Accordion,3,5,8,0
awg2luW_AW8_000020.mp4,20,Accordion,3,5,8,0
b-JsZ9Qy1dA_000030.mp4,30,Accordion,3,5,8,0
bH6nmYWNElY_000030.mp4,30,Accordion,3,5,8,0
bSGuw-jjvf4_000020.mp4,20,Accordion,3,5,8,0
bXgOe8sANts_000030.mp4,30,Accordion,3,5,8,0
bvn4exROehg_000488.mp4,488,Accordion,3,5,8,0
c8pBQqLSlAI_000030.mp4,30,Accordion,3,5,8,0
cRSuIVI_YV0_000138.mp4,138,Accordion,3,5,8,0
cei1eoY4BNM_000216.mp4,216,Accordion,3,5,8,0
dF-Roybhcuo_000098.mp4,98,Accordion,3,5,8,0
dWSgrD-TNR0_000120.mp4,120,Accordion,3,5,8,0
d_OIBYBwexQ_000160.mp4,160,Accordion,3,5,8,0
dhaK1_BrPxA_000010.mp4,10,Accordion,3,5,8,0
eICMSsClvnw_000030.mp4,30,Accordion,3,5,8,0
eK19IFDrxoo_000030.mp4,30,Accordion,3,5,8,0
eKXbl1Cd24U_000220.mp4,220,Accordion,3,5,8,0
eaVBbKRl20s_000120.mp4,120,Accordion,3,5,8,0
edKFpadnEpQ_000060.mp4,60,Accordion,3,5,8,0
epbxGAhq09o_000030.mp4,30,Accordion,3,5,8,0
f-AOCxVTADI_000030.mp4,30,Accordion,3,5,8,0
fK4kD8fXswE_000037.mp4,37,Accordion,3,5,8,0
fpb7grq6Iqs_000070.mp4,70,Accordion,3,5,8,0
fpeKoFFEXtw_000000.mp4,0,Accordion,3,5,8,0
gZycv33yoDQ_000130.mp4,130,Accordion,3,5,8,0
gmyjKCxNFwY_000030.mp4,30,Accordion,3,5,8,0
h-zm76Ev05Q_000001.mp4,1,Accordion,3,5,8,0
hBHyFeeyyDg_000000.mp4,0,Accordion,3,5,8,0
hmIHImyvlsM_000131.mp4,131,Accordion,3,5,8,0
iQMIGLrKlTI_000260.mp4,260,Accordion,3,5,8,0
j4Y4JZdJQlw_000005.mp4,5,Accordion,3,5,8,0
jh7OAncFfwk_000020.mp4,20,Accordion,3,5,8,0
jntTUzsljU4_000030.mp4,30,Accordion,3,5,8,0
kfUfQp5oQ20_000030.mp4,30,Accordion,3,5,8,0
kqL8pAUyk6I_000280.mp4,280,Accordion,3,5,8,0
lFnBuSGy3EY_000010.mp4,10,Accordion,3,5,8,0
l_yQRqBHswg_000050.mp4,50,Accordion,3,5,8,0
llpCU8z51PU_000030.mp4,30,Accordion,3,5,8,0
mlwutymyMyc_000100.mp4,100,Accordion,3,5,8,0
nXRXJuHeSSg_000040.mp4,40,Accordion,3,5,8,0
nm_0nZsuSVs_000030.mp4,30,Accordion,3,5,8,0
oGKA6Jw5QOc_000030.mp4,30,Accordion,3,5,8,0
oYJJe02orIE_000120.mp4,120,Accordion,3,5,8,0
ocEmThJrzeE_000053.mp4,53,Accordion,3,5,8,0
odV7akcCjzw_000080.mp4,80,Accordion,3,5,8,0
oicOAt5GoU0_000030.mp4,30,Accordion,3,5,8,0
q8JpCgDkZZU_000030.mp4,30,Accordion,3,5,8,0
qSehRMmr17c_000060.mp4,60,Accordion,3,5,8,0
qmSY2Fmnz-s_000030.mp4,30,Accordion,3,5,8,0
rHA4R0p9iSY_000140.mp4,140,Accordion,3,5,8,0
razwmiIQksE_000030.mp4,30,Accordion,3,5,8,0
rpI4U9XwZZE_000000.mp4,0,Accordion,3,5,8,0
ryrz6DiVAyE_000030.mp4,30,Accordion,3,5,8,0
s31OTtRsD7s_000030.mp4,30,Accordion,3,5,8,0
s5mR6wvZbxI_000260.mp4,260,Accordion,3,5,8,0
sGAsYBQ5XHM_000030.mp4,30,Accordion,3,5,8,0
sTf7AvwVJfE_000244.mp4,244,Accordion,3,5,8,0
seRZjbGT4vQ_000130.mp4,130,Accordion,3,5,8,0
sjLDkEyych4_000054.mp4,54,Accordion,3,5,8,0
spPxCn3I4V8_000030.mp4,30,Accordion,3,5,8,0
t2ipSuKV7bI_000030.mp4,30,Accordion,3,5,8,0
tgjsgbpDAgk_000027.mp4,27,Accordion,3,5,8,0
vTU-L-CTjAI_000030.mp4,30,Accordion,3,5,8,0
vU8RHXEVXdY_000030.mp4,30,Accordion,3,5,8,0
vvRvW_uDDNs_000197.mp4,197,Accordion,3,5,8,0
w3UhVMZuBjY_000090.mp4,90,Accordion,3,5,8,0
wo7mvAOc6qE_000020.mp4,20,Accordion,3,5,8,0
x6P1w_Gj0wc_000030.mp4,30,Accordion,3,5,8,0
xBzHwTqmVWY_000120.mp4,120,Accordion,3,5,8,0
xhTDmDqQ6SQ_000030.mp4,30,Accordion,3,5,8,0
yZexU0oErys_000030.mp4,30,Accordion,3,5,8,0
zfstYYl7_yY_000070.mp4,70,Accordion,3,5,8,0
-C96gWRdNVM_000030.mp4,30,Acoustic_guitar,2,4,6,1
#NAME?,30,Acoustic_guitar,2,4,6,1
#NAME?,30,Acoustic_guitar,2,4,6,1
#NAME?,30,Acoustic_guitar,2,4,6,1
#NAME?,30,Acoustic_guitar,2,4,6,1
#NAME?,30,Acoustic_guitar,2,4,6,1
#NAME?,30,Acoustic_guitar,2,4,6,1
#NAME?,0,Acoustic_guitar,2,4,6,1
#NAME?,396,Acoustic_guitar,2,4,6,1
#NAME?,80,Acoustic_guitar,2,4,6,1
00Ud7c2WEoM_000030.mp4,30,Acoustic_guitar,2,4,6,1
07FxCXxknY4_000030.mp4,30,Acoustic_guitar,2,4,6,1
0Ig7V9Zi5qI_000030.mp4,30,Acoustic_guitar,2,4,6,1
0KVNdWwHfFU_000030.mp4,30,Acoustic_guitar,2,4,6,1
0RL4VVwvuyQ_000030.mp4,30,Acoustic_guitar,2,4,6,1
0TAh_dkvBg4_000030.mp4,30,Acoustic_guitar,2,4,6,1
0YR-Bfkyfe8_000030.mp4,30,Acoustic_guitar,2,4,6,1
0cVxX7se82g_000030.mp4,30,Acoustic_guitar,2,4,6,1
0d6YcY-uBgI_000030.mp4,30,Acoustic_guitar,2,4,6,1
0tFj16oW9io_000030.mp4,30,Acoustic_guitar,2,4,6,1
0tddBX9hYLA_000030.mp4,30,Acoustic_guitar,2,4,6,1
0yiVFOepo6w_000030.mp4,30,Acoustic_guitar,2,4,6,1
0yrlBmaXiFE_000030.mp4,30,Acoustic_guitar,2,4,6,1
11l5PiEsoGY_000030.mp4,30,Acoustic_guitar,2,4,6,1
1AgD0KT_mMM_000030.mp4,30,Acoustic_guitar,2,4,6,1
1gfkeCGa3yM_000030.mp4,30,Acoustic_guitar,2,4,6,1
1pxXH-Os7ck_000030.mp4,30,Acoustic_guitar,2,4,6,1
1wF0ufrxXf0_000020.mp4,20,Acoustic_guitar,2,4,6,1
2Q8zm2Vn-M0_000030.mp4,30,Acoustic_guitar,2,4,6,1
2ZblzsdcefU_000005.mp4,5,Acoustic_guitar,2,4,6,1
2dQZlFSue0g_000030.mp4,30,Acoustic_guitar,2,4,6,1
2zccm6K1JZ8_000030.mp4,30,Acoustic_guitar,2,4,6,1
309ssEGOkKA_000030.mp4,30,Acoustic_guitar,2,4,6,1
31z8IVu7F5g_000030.mp4,30,Acoustic_guitar,2,4,6,1
323nSwTApLo_000180.mp4,180,Acoustic_guitar,2,4,6,1
383EY8rR_VA_000020.mp4,20,Acoustic_guitar,2,4,6,1
38EQQzHgfxI_000030.mp4,30,Acoustic_guitar,2,4,6,1
39Bl-mzKgf8_000030.mp4,30,Acoustic_guitar,2,4,6,1
39XhZ-tV7FQ_000030.mp4,30,Acoustic_guitar,2,4,6,1
3DCowHr8Ays_000030.mp4,30,Acoustic_guitar,2,4,6,1
3EOXifRUlXA_000030.mp4,30,Acoustic_guitar,2,4,6,1
3EunTSmG49M_000030.mp4,30,Acoustic_guitar,2,4,6,1
3FUn-MHO7Gw_000030.mp4,30,Acoustic_guitar,2,4,6,1
3JCQiT6oyOA_000030.mp4,30,Acoustic_guitar,2,4,6,1
3MK31PrLjps_000030.mp4,30,Acoustic_guitar,2,4,6,1
3US58Noi7H0_000030.mp4,30,Acoustic_guitar,2,4,6,1
3bvv-QLykWI_000030.mp4,30,Acoustic_guitar,2,4,6,1
3cuj-EPDZKo_000030.mp4,30,Acoustic_guitar,2,4,6,1
3oiBBirw4H8_000030.mp4,30,Acoustic_guitar,2,4,6,1
3qTYudQugys_000030.mp4,30,Acoustic_guitar,2,4,6,1
3rf6-9LMshs_000030.mp4,30,Acoustic_guitar,2,4,6,1
3soNTGz24xo_000030.mp4,30,Acoustic_guitar,2,4,6,1
476vNb6thyM_000030.mp4,30,Acoustic_guitar,2,4,6,1
49iqcjeqXSI_000030.mp4,30,Acoustic_guitar,2,4,6,1
4FMxOdCc3FM_000030.mp4,30,Acoustic_guitar,2,4,6,1
4JdLPrUqPrE_000030.mp4,30,Acoustic_guitar,2,4,6,1
4Kud1014Cmg_000320.mp4,320,Acoustic_guitar,2,4,6,1
4SjJw04oJjI_000030.mp4,30,Acoustic_guitar,2,4,6,1
4YW9KsUaBOo_000030.mp4,30,Acoustic_guitar,2,4,6,1
4hlPEicuOKM_000030.mp4,30,Acoustic_guitar,2,4,6,1
4r3cnueH214_000030.mp4,30,Acoustic_guitar,2,4,6,1
4rCLWAky_YY_000030.mp4,30,Acoustic_guitar,2,4,6,1
4unAT0OouX8_000030.mp4,30,Acoustic_guitar,2,4,6,1
4x59gQJ_MgM_000030.mp4,30,Acoustic_guitar,2,4,6,1
5E3dC4ph7GU_000030.mp4,30,Acoustic_guitar,2,4,6,1
5b-v6pKHS_8_000000.mp4,0,Acoustic_guitar,2,4,6,1
5n4FDURP640_000030.mp4,30,Acoustic_guitar,2,4,6,1
5pt9vjZ7fpA_000030.mp4,30,Acoustic_guitar,2,4,6,1
5rHrAEnc7k0_000030.mp4,30,Acoustic_guitar,2,4,6,1
5ts3DbwbcLc_000030.mp4,30,Acoustic_guitar,2,4,6,1
5uCp1VBPtnE_000030.mp4,30,Acoustic_guitar,2,4,6,1
5wxAmINExKY_000030.mp4,30,Acoustic_guitar,2,4,6,1
6LL3cTg9yNY_000030.mp4,30,Acoustic_guitar,2,4,6,1
6WtX23IcGic_000264.mp4,264,Acoustic_guitar,2,4,6,1
7FZWtYvFah4_000125.mp4,125,Acoustic_guitar,2,4,6,1
7G97_TZvvvQ_000030.mp4,30,Acoustic_guitar,2,4,6,1
7u5kILQm3Bw_000250.mp4,250,Acoustic_guitar,2,4,6,1
88V1Twm4Mqc_000100.mp4,100,Acoustic_guitar,2,4,6,1
8TX_NCcvVK8_000050.mp4,50,Acoustic_guitar,2,4,6,1
8YtNJrOdnl4_000110.mp4,110,Acoustic_guitar,2,4,6,1
8fggtf8IKYs_000560.mp4,560,Acoustic_guitar,2,4,6,1
99bIqwVy2l4_000020.mp4,20,Acoustic_guitar,2,4,6,1
9QskkBSj99A_000030.mp4,30,Acoustic_guitar,2,4,6,1
9xV0nmojVeg_000030.mp4,30,Acoustic_guitar,2,4,6,1
ATnl-fq5nAk_000030.mp4,30,Acoustic_guitar,2,4,6,1
AXt4k4w_fdc_000040.mp4,40,Acoustic_guitar,2,4,6,1
Apn5Q431cxo_000020.mp4,20,Acoustic_guitar,2,4,6,1
BFOkpi3oZBI_000000.mp4,0,Acoustic_guitar,2,4,6,1
CdgJYNbgNfY_000010.mp4,10,Acoustic_guitar,2,4,6,1
D3FV0JAngZ4_000210.mp4,210,Acoustic_guitar,2,4,6,1
E6Vr7C8tEQI_000030.mp4,30,Acoustic_guitar,2,4,6,1
E7q_QwLYI8U_000210.mp4,210,Acoustic_guitar,2,4,6,1
EGzDr3jk2G8_000012.mp4,12,Acoustic_guitar,2,4,6,1
EZztRiEyQ0g_000030.mp4,30,Acoustic_guitar,2,4,6,1
EcY2PTlZOA0_000000.mp4,0,Acoustic_guitar,2,4,6,1
FQwA6ZD-mIE_000030.mp4,30,Acoustic_guitar,2,4,6,1
FddyGJL_SiI_000260.mp4,260,Acoustic_guitar,2,4,6,1
Fx-Hj0qE6mA_000190.mp4,190,Acoustic_guitar,2,4,6,1
G09Nk4PJSvI_000030.mp4,30,Acoustic_guitar,2,4,6,1
GhuGXLtAkDI_000020.mp4,20,Acoustic_guitar,2,4,6,1
GmZAYQoSIdw_000030.mp4,30,Acoustic_guitar,2,4,6,1
Gn6rQl5u1OE_000070.mp4,70,Acoustic_guitar,2,4,6,1
H4s33xEOFDs_000000.mp4,0,Acoustic_guitar,2,4,6,1
HEcSEZvAecY_000070.mp4,70,Acoustic_guitar,2,4,6,1
HU9dmBNTYB4_000000.mp4,0,Acoustic_guitar,2,4,6,1
HUg9y9YlppI_000011.mp4,11,Acoustic_guitar,2,4,6,1
HqEtZGXtJnQ_000200.mp4,200,Acoustic_guitar,2,4,6,1
INRIqgyyC3w_000047.mp4,47,Acoustic_guitar,2,4,6,1
IsJ_ADCBJWQ_000030.mp4,30,Acoustic_guitar,2,4,6,1
JHz0zeeoc3Y_000290.mp4,290,Acoustic_guitar,2,4,6,1
JhVGmE8nQPg_000030.mp4,30,Acoustic_guitar,2,4,6,1
JmMW1frHpik_000060.mp4,60,Acoustic_guitar,2,4,6,1
KDczq76HVEM_000030.mp4,30,Acoustic_guitar,2,4,6,1
KS94mkr-RLE_000000.mp4,0,Acoustic_guitar,2,4,6,1
K_HZ0ViHyd0_000083.mp4,83,Acoustic_guitar,2,4,6,1
LA0mKES-0TM_000030.mp4,30,Acoustic_guitar,2,4,6,1
LU55uIgHp50_000070.mp4,70,Acoustic_guitar,2,4,6,1
LnRs3nKtBlw_000010.mp4,10,Acoustic_guitar,2,4,6,1
LpZiHkMeIBk_000130.mp4,130,Acoustic_guitar,2,4,6,1
OyqtK9YCrcU_000030.mp4,30,Acoustic_guitar,2,4,6,1
PAGzI7tZ3LQ_000050.mp4,50,Acoustic_guitar,2,4,6,1
QDzdPfGqI28_000030.mp4,30,Acoustic_guitar,2,4,6,1
QM_C2s-7V-M_000020.mp4,20,Acoustic_guitar,2,4,6,1
QblBjdG7LAU_000010.mp4,10,Acoustic_guitar,2,4,6,1
RSryuuvUfDM_000050.mp4,50,Acoustic_guitar,2,4,6,1
S1uF2S1SLkk_000148.mp4,148,Acoustic_guitar,2,4,6,1
TXlsOpcCMDc_000030.mp4,30,Acoustic_guitar,2,4,6,1
U0GT6s6AxNI_000030.mp4,30,Acoustic_guitar,2,4,6,1
UhlyGjnrABs_000030.mp4,30,Acoustic_guitar,2,4,6,1
VAfO711tnQA_000030.mp4,30,Acoustic_guitar,2,4,6,1
VUzqG94YMyc_000030.mp4,30,Acoustic_guitar,2,4,6,1
W_qrNtDF1Kk_000100.mp4,100,Acoustic_guitar,2,4,6,1
WobE6bybuoA_000110.mp4,110,Acoustic_guitar,2,4,6,1
WyCXh55yN-M_000230.mp4,230,Acoustic_guitar,2,4,6,1
XM8_GFygsMw_000070.mp4,70,Acoustic_guitar,2,4,6,1
Xlcais09UPQ_000030.mp4,30,Acoustic_guitar,2,4,6,1
YOWrt_8YLEM_000020.mp4,20,Acoustic_guitar,2,4,6,1
ZRbMNdX5vqI_000130.mp4,130,Acoustic_guitar,2,4,6,1
_WoQwUHx-Ps_000030.mp4,30,Acoustic_guitar,2,4,6,1
aPPNBRdMKZQ_000030.mp4,30,Acoustic_guitar,2,4,6,1
b7PrPjeFptk_000030.mp4,30,Acoustic_guitar,2,4,6,1
bXDfG0XC7PU_000280.mp4,280,Acoustic_guitar,2,4,6,1
bijnFACfm8Q_000410.mp4,410,Acoustic_guitar,2,4,6,1
chJ-CVAmQc8_000130.mp4,130,Acoustic_guitar,2,4,6,1
dBw3NBpyCbU_000040.mp4,40,Acoustic_guitar,2,4,6,1
eK1aHs1lXi4_000110.mp4,110,Acoustic_guitar,2,4,6,1
eVIhW-_cw_A_000273.mp4,273,Acoustic_guitar,2,4,6,1
erGt-yFjtQQ_000120.mp4,120,Acoustic_guitar,2,4,6,1
f8K9zdzcDhI_000180.mp4,180,Acoustic_guitar,2,4,6,1
fQMIBPu_sRw_000180.mp4,180,Acoustic_guitar,2,4,6,1
fiQWq1aRKRY_000030.mp4,30,Acoustic_guitar,2,4,6,1
g4xhZgKwiNo_000030.mp4,30,Acoustic_guitar,2,4,6,1
g66s7vmfDsg_000260.mp4,260,Acoustic_guitar,2,4,6,1
gdTLteXJ4rA_000000.mp4,0,Acoustic_guitar,2,4,6,1
hsxxxA-l-Qc_000030.mp4,30,Acoustic_guitar,2,4,6,1
ih5v23G0ej0_000000.mp4,0,Acoustic_guitar,2,4,6,1
k1L53dWa9H4_000030.mp4,30,Acoustic_guitar,2,4,6,1
kFAWiqEUJHY_000080.mp4,80,Acoustic_guitar,2,4,6,1
kSiSqwZUiYU_000170.mp4,170,Acoustic_guitar,2,4,6,1
kVdSLudMew8_000040.mp4,40,Acoustic_guitar,2,4,6,1
kq2bVPnml1g_000030.mp4,30,Acoustic_guitar,2,4,6,1
lW0K7gLbl64_000811.mp4,811,Acoustic_guitar,2,4,6,1
lxoa-vAV7z4_000170.mp4,170,Acoustic_guitar,2,4,6,1
mXvLi18xImM_000030.mp4,30,Acoustic_guitar,2,4,6,1
me6k2f6szoI_000013.mp4,13,Acoustic_guitar,2,4,6,1
n4IMMroPeac_000030.mp4,30,Acoustic_guitar,2,4,6,1
nT0eXwUWcWY_000080.mp4,80,Acoustic_guitar,2,4,6,1
o6r8dkRSBEI_000140.mp4,140,Acoustic_guitar,2,4,6,1
p20OCXYeyS4_000150.mp4,150,Acoustic_guitar,2,4,6,1
qTjmvdZ_aS0_000080.mp4,80,Acoustic_guitar,2,4,6,1
rEJsk8CUqV4_000130.mp4,130,Acoustic_guitar,2,4,6,1
rs0u_jvw8qQ_000060.mp4,60,Acoustic_guitar,2,4,6,1
rwwYSCDGjB0_000110.mp4,110,Acoustic_guitar,2,4,6,1
sTIPq5qnc0c_000080.mp4,80,Acoustic_guitar,2,4,6,1
t64vcZzsXqY_000080.mp4,80,Acoustic_guitar,2,4,6,1
tmvB-xUOTlo_000020.mp4,20,Acoustic_guitar,2,4,6,1
tpK9T7Wx7ck_000050.mp4,50,Acoustic_guitar,2,4,6,1
uderPP64WDw_000140.mp4,140,Acoustic_guitar,2,4,6,1
vgYjTsOWTRk_000090.mp4,90,Acoustic_guitar,2,4,6,1
vgbtA4hNdBo_000120.mp4,120,Acoustic_guitar,2,4,6,1
vsByozhNvXk_000000.mp4,0,Acoustic_guitar,2,4,6,1
w9j-w0JSi90_000190.mp4,190,Acoustic_guitar,2,4,6,1
wHw2tlml944_000030.mp4,30,Acoustic_guitar,2,4,6,1
wfG5n5hmOy8_000000.mp4,0,Acoustic_guitar,2,4,6,1
xH4Ynfik-ps_000120.mp4,120,Acoustic_guitar,2,4,6,1
y3zSnrRB7B8_000100.mp4,100,Acoustic_guitar,2,4,6,1
y8eEBMbfUXQ_000030.mp4,30,Acoustic_guitar,2,4,6,1
ysz9RewNu5Y_000380.mp4,380,Acoustic_guitar,2,4,6,1
z5JA26Lw5jE_000170.mp4,170,Acoustic_guitar,2,4,6,1
zJy6ZdFc5Pk_000090.mp4,90,Acoustic_guitar,2,4,6,1
zP7O-t9JL-M_000060.mp4,60,Acoustic_guitar,2,4,6,1
zmIDs27X6V0_000070.mp4,70,Acoustic_guitar,2,4,6,1
-2bOwXoTATM_000373.mp4,373,Bagpipes,3,6,10,2
05ifsdWfJWI_000003.mp4,3,Bagpipes,3,6,10,2
2-f8HrV-bGk_000090.mp4,90,Bagpipes,3,6,10,2
2IhtqZFJVIA_000030.mp4,30,Bagpipes,3,6,10,2
2M-f9XMYlPg_000030.mp4,30,Bagpipes,3,6,10,2
2TltgavMxy4_000300.mp4,300,Bagpipes,3,6,10,2
3_B_KR31D04_000060.mp4,60,Bagpipes,3,6,10,2
3wtGsgOysX8_000010.mp4,10,Bagpipes,3,6,10,2
4-ZgucRLOlA_000030.mp4,30,Bagpipes,3,6,10,2
5Hv5w9KYHnI_000030.mp4,30,Bagpipes,3,6,10,2
6ABrRFIaXG8_000086.mp4,86,Bagpipes,3,6,10,2
7W1XzijtwyM_000030.mp4,30,Bagpipes,3,6,10,2
7_Z92yWL6M0_000038.mp4,38,Bagpipes,3,6,10,2
7dxQh5xLJrQ_000170.mp4,170,Bagpipes,3,6,10,2
8EekIxlKdJA_000030.mp4,30,Bagpipes,3,6,10,2
AC-NZBh2C5s_000019.mp4,19,Bagpipes,3,6,10,2
ANXVoXveqOs_000030.mp4,30,Bagpipes,3,6,10,2
